Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.655;2.525;3.5126726570315063;0.0;0
0;10010;0.655;2.525;3.5126726570315063;0.0;0
0;20020;0.655;2.525;3.5126726570315063;0.0;0
0;30030;0.655;2.525;3.5126726570315063;0.0;0
0;40040;0.655;2.525;3.5126726570315063;0.0;0
0;50050;0.655;2.525;3.5126726570315063;0.0;0
0;60060;0.655;2.525;3.5126726570315063;0.0;0
0;70070;0.655;2.525;3.5126726570315063;0.0;0
0;80080;0.655;2.525;3.5126726570315063;0.0;0
0;90090;0.655;2.525;3.5126726570315063;0.0;0
0;100100;0.655;2.525;3.5126726570315063;0.0;0
0;110110;0.655;2.525;3.5126726570315063;0.0;0
0;120120;0.655;2.525;3.5126726570315063;0.0;0
0;130130;0.655;2.525;3.5126726570315063;0.0;0
0;140140;0.655;2.525;3.5126726570315063;0.0;0
0;150150;0.655;2.525;3.5126726570315063;0.0;0
0;160160;0.655;2.525;3.5126726570315063;0.0;0
0;170170;0.655;2.525;3.5126726570315063;0.0;0
0;180180;0.655;2.525;3.5126726570315063;0.0;0
0;190190;0.655;2.525;3.5126726570315063;0.0;0
0;200200;0.655;2.525;3.5126726570315063;0.0;0
0;210210;0.6581390973565308;2.5251763537840746;3.669289219135619;0.001072388778022;0
0;220220;0.6612781947130614;2.5253527075681492;3.8259057812397312;0.002144777556044;0
0;230230;0.6644172920695921;2.5255290613522243;3.982522343343844;0.0032171663340659997;0
0;240240;0.6675563894261227;2.525705415136299;4.139138905447957;0.004289555112088;0
0;250250;0.6706954867826534;2.5258817689203736;4.295755467552069;0.0053619438901100006;0
0;260260;0.6738345841391841;2.5260581227044483;4.452372029656181;0.0064343326681319995;0
0;270270;0.6769736814957148;2.5262344764885234;4.608988591760294;0.007506721446153999;0
0;280280;0.6801127788522454;2.526410830272598;4.765605153864406;0.008579110224176;0
0;290290;0.6832518762087761;2.5265871840566727;4.922221715968519;0.009651499002198;0
0;300300;0.6863909735653068;2.5267635378407474;5.078838278072632;0.010723887780220001;0
0;310310;0.6895300709218375;2.526939891624822;5.235454840176744;0.011796276558242;0
0;320320;0.6926691682783681;2.527116245408897;5.392071402280856;0.012868665336263999;0
0;330330;0.6958082656348988;2.527292599192972;5.5486879643849685;0.013941054114286;0
0;340340;0.6989473629914295;2.5274689529770464;5.705304526489082;0.015013442892307998;0
0;350350;0.7020864603479602;2.527645306761121;5.861921088593194;0.01608583167033;0
0;360360;0.7052255577044908;2.527821660545196;6.018537650697306;0.017158220448352;0
0;370370;0.7083646550610215;2.527998014329271;6.175154212801418;0.018230609226373998;0
0;380380;0.7115037524175521;2.5281743681133455;6.331770774905531;0.019302998004396;0
0;390390;0.7146428497740829;2.52835072189742;6.488387337009644;0.020375386782417997;0
0;400400;0.7177819471306135;2.5285270756814953;6.645003899113757;0.021447775560440002;1
0;410410;0.7209210444871442;2.52870342946557;6.801620461217869;0.022520164338462;1
0;420420;0.7240601418436748;2.5288797832496446;6.958237023321981;0.023592553116484;1
0;430430;0.7271992392002056;2.5290561370337192;7.114853585426094;0.024664941894506;1
0;440440;0.7303383365567362;2.529232490817794;7.271470147530207;0.025737330672527998;1
0;450450;0.7334774339132669;2.529408844601869;7.428086709634319;0.026809719450549996;1
0;460460;0.7366165312697976;2.5295851983859436;7.584703271738431;0.027882108228572;1
0;470470;0.7397556286263283;2.5297615521700183;7.741319833842543;0.028954497006594;1
0;480480;0.742894725982859;2.529937905954093;7.897936395946656;0.030026885784615997;1
0;490490;0.7460338233393896;2.530114259738168;8.054552958050769;0.031099274562638;1
0;500500;0.7491729206959203;2.5302906135222427;8.21116952015488;0.03217166334066;1
0;510510;0.752312018052451;2.5304669673063174;8.367786082258993;0.033244052118682;1
0;520520;0.7554511154089817;2.530643321090392;8.524402644363105;0.034316440896704;1
0;530530;0.7585902127655123;2.5308196748744667;8.68101920646722;0.035388829674725994;1
0;540540;0.761729310122043;2.530996028658542;8.837635768571332;0.036461218452747995;1
0;550550;0.7648684074785737;2.5311723824426164;8.994252330675444;0.037533607230770004;1
0;560560;0.7680075048351044;2.531348736226691;9.150868892779556;0.038605996008792;1
0;570570;0.771146602191635;2.5315250900107658;9.307485454883668;0.039678384786814;1
0;580580;0.7742856995481657;2.531701443794841;9.46410201698778;0.040750773564835995;1
0;590590;0.7774247969046963;2.5318777975789155;9.620718579091893;0.041823162342857996;1
0;600600;0.7805638942612271;2.53205415136299;9.777335141196007;0.042895551120880004;1
0;610610;0.7837029916177577;2.532230505147065;9.933951703300119;0.043967939898902;1
0;620620;0.7868420889742884;2.5324068589311395;10.090568265404231;0.045040328676924;1
0;630630;0.789981186330819;2.5325832127152146;10.247184827508343;0.046112717454945995;1
0;640640;0.7931202836873498;2.5327595664992892;10.403801389612456;0.047185106232968;1
0;650650;0.7962593810438804;2.532935920283364;10.560417951716568;0.04825749501099;1
0;660660;0.7993984784004111;2.5331122740674386;10.717034513820682;0.049329883789012;1
0;670670;0.8025375757569417;2.5332886278515137;10.873651075924794;0.050402272567034;1
0;680680;0.805171651658583;2.5333976101978526;10.984492483172312;0.045996241205728344;1
0;690690;0.807634231026783;2.533483714371566;11.079789441169938;0.03972983331282703;1
0;700700;0.8100968103949829;2.533569818545279;11.175086399167563;0.03346342541992572;1
0;710710;0.812559389763183;2.5336559227189923;11.27038335716519;0.027197017527024362;1
0;720720;0.815021969131383;2.5337420268927056;11.365680315162816;0.02093060963412305;1
0;730730;0.8174845484995831;2.533828131066419;11.460977273160442;0.014664201741221735;1
0;740740;0.819947127867783;2.533914235240132;11.556274231158067;0.008397793848320421;1
0;750750;0.8224097072359831;2.5340003394138453;11.651571189155693;0.0021313859554191092;1
0;760760;0.8248722866041831;2.534086443587559;11.746868147153318;-0.004135021937482204;1
0;770770;0.8273348659723831;2.534172547761272;11.842165105150945;-0.010401429830383559;1
0;780780;0.8297974453405832;2.5342586519349855;11.93746206314857;-0.01666783772328487;1
0;790790;0.8322600247087831;2.5343447561086987;12.032759021146196;-0.022934245616186184;1
0;800800;0.8347226040769832;2.534430860282412;12.128055979143824;-0.02920065350908754;1
0;810810;0.8371851834451832;2.534516964456125;12.223352937141449;-0.03546706140198885;1
0;820820;0.8396477628133833;2.5346030686298384;12.318649895139075;-0.04173346929489016;1
0;830830;0.8421103421815833;2.5346891728035517;12.4139468531367;-0.04799987718779148;1
0;840840;0.8445729215497833;2.534775276977265;12.509243811134326;-0.05426628508069279;1
0;850850;0.8470355009179833;2.5348613811509786;12.604540769131953;-0.06053269297359411;1
0;860860;0.8494980802861833;2.534947485324692;12.699837727129578;-0.06679910086649542;1
0;870870;0.8519606596543834;2.535033589498405;12.795134685127204;-0.07306550875939673;1
0;880880;0.8544232390225833;2.5351196936721183;12.89043164312483;-0.07933191665229804;1
0;890890;0.8568858183907834;2.5352057978458316;12.985728601122455;-0.08559832454519936;1
0;900900;0.8593483977589834;2.535291902019545;13.081025559120082;-0.09186473243810075;1
0;910910;0.8618109771271835;2.535378006193258;13.176322517117708;-0.09813114033100206;1
0;920920;0.8642735564953835;2.5354641103669713;13.271619475115333;-0.10439754822390337;1
0;930930;0.8667361358635834;2.5355502145406845;13.36691643311296;-0.1106639561168047;1
0;940940;0.8691987152317835;2.535636318714398;13.462213391110586;-0.11693036400970601;1
0;950950;0.8716612945999835;2.5357224228881114;13.557510349108211;-0.12319677190260732;1
0;960960;0.8741238739681836;2.5358085270618247;13.652807307105837;-0.12946317979550864;1
0;970970;0.8765864533363835;2.535894631235538;13.748104265103462;-0.13572958768840995;1
0;980980;0.8790490327045836;2.535980735409251;13.843401223101088;-0.14199599558131126;1
0;990990;0.8815116120727836;2.5360668395829644;13.938698181098713;-0.14826240347421257;1
1;1001;0.8839741914409837;2.5361529437566777;14.03399513909634;-0.15452881136711397;1
1;11011;0.8864367708091837;2.536239047930391;14.129292097093966;-0.16079521926001528;1
1;21021;0.8888993501773836;2.536325152104104;14.224589055091593;-0.1670616271529166;1
1;31031;0.8913619295455837;2.536411256277818;14.319886013089219;-0.1733280350458179;1
1;41041;0.8938245089137837;2.536497360451531;14.415182971086844;-0.1795944429387192;1
1;51051;0.8962870882819838;2.5365834646252443;14.51047992908447;-0.18586085083162054;1
1;61061;0.8987496676501838;2.5366695687989576;14.605776887082095;-0.19212725872452185;1
1;71071;0.9012122470183838;2.536755672972671;14.701073845079721;-0.19839366661742316;1
1;81081;0.9036748263865838;2.536841777146384;14.796370803077348;-0.20466007451032447;1
1;91091;0.9061374057547839;2.5369278813200973;14.891667761074974;-0.21092648240322578;1
1;101101;0.9085999851229839;2.5370139854938105;14.9869647190726;-0.2171928902961271;1
1;111111;0.911062564491184;2.5371000896675238;15.082261677070226;-0.2234592981890285;1
1;121121;0.9135251438593839;2.5371861938412374;15.177558635067852;-0.2297257060819298;1
1;131131;0.9159877232275839;2.5372722980149507;15.272855593065477;-0.2359921139748311;1
1;141141;0.918450302595784;2.537358402188664;15.368152551063103;-0.24225852186773245;1
1;151151;0.920912881963984;2.537444506362377;15.463449509060728;-0.24852492976063376;1
1;161161;0.9236465520657662;2.53756432800369;15.543488720790835;-0.2506602061695722;1
1;171171;0.9268716807584055;2.5377452758181285;15.595867265624632;-0.24530618174212251;1
1;181181;0.9300968094510449;2.537926223632567;15.64824581045843;-0.23995215731467284;1
1;191191;0.9333219381436844;2.5381071714470056;15.700624355292229;-0.23459813288722317;1
1;201201;0.9365470668363237;2.538288119261444;15.753002900126026;-0.2292441084597735;1
1;211211;0.9397721955289631;2.5384690670758823;15.805381444959824;-0.22389008403232383;1
1;221221;0.9429973242216025;2.538650014890321;15.857759989793623;-0.21853605960487407;1
1;231231;0.9462224529142419;2.5388309627047594;15.910138534627421;-0.2131820351774244;1
1;241241;0.9494475816068813;2.539011910519198;15.96251707946122;-0.20782801074997476;1
1;251251;0.9526727102995207;2.5391928583336365;16.01489562429502;-0.20247398632252508;1
1;261261;0.9558978389921601;2.539373806148075;16.067274169128815;-0.1971199618950754;1
1;271271;0.9591229676847994;2.5395547539625136;16.119652713962612;-0.19176593746762574;1
1;281281;0.9623480963774388;2.539735701776952;16.172031258796412;-0.18641191304017607;1
1;291291;0.9655732250700783;2.5399166495913907;16.22440980363021;-0.1810578886127264;1
1;301301;0.9687983537627176;2.540097597405829;16.276788348464006;-0.17570386418527673;1
1;311311;0.972023482455357;2.5402785452202674;16.329166893297806;-0.17034983975782705;1
1;321321;0.9752486111479963;2.540459493034706;16.381545438131603;-0.16499581533037738;1
1;331331;0.9784737398406358;2.5406404408491445;16.433923982965403;-0.15964179090292763;1
1;341341;0.9816988685332751;2.540821388663583;16.4863025277992;-0.15428776647547796;1
1;351351;0.9849239972259145;2.5410023364780217;16.538681072632997;-0.14893374204802828;1
