Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;10010;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;20020;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;30030;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;40040;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;50050;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;60060;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;70070;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;80080;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;90090;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;100100;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;110110;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;120120;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;130130;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;140140;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;150150;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;160160;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;170170;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;180180;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;190190;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;200200;0.47;1.54;1.2448955406242943;0.08644958349437715;0
0;210210;0.47;1.54;1.3042383507712298;0.08598076142803256;0
0;220220;0.47;1.54;1.3635811609181652;0.08551193936168797;0
0;230230;0.47;1.54;1.4229239710651007;0.08504311729534338;0
0;240240;0.47;1.54;1.4822667812120363;0.08457429522899879;0
0;250250;0.47;1.54;1.5416095913589716;0.0841054731626542;0
0;260260;0.47;1.54;1.6009524015059071;0.0836366510963096;0
0;270270;0.47;1.54;1.6602952116528427;0.08316782902996502;0
