Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.415;1.52;3.7962070757641153;0.0;0
0;10010;0.415;1.52;3.7962070757641153;0.0;0
0;20020;0.415;1.52;3.7962070757641153;0.0;0
0;30030;0.415;1.52;3.7962070757641153;0.0;0
0;40040;0.415;1.52;3.7962070757641153;0.0;0
0;50050;0.415;1.52;3.7962070757641153;0.0;0
0;60060;0.415;1.52;3.7962070757641153;0.0;0
0;70070;0.415;1.52;3.7962070757641153;0.0;0
0;80080;0.415;1.52;3.7962070757641153;0.0;0
0;90090;0.415;1.52;3.7962070757641153;0.0;0
0;100100;0.415;1.52;3.7962070757641153;0.0;0
0;110110;0.415;1.52;3.7962070757641153;0.0;0
0;120120;0.415;1.52;3.7962070757641153;0.0;0
0;130130;0.415;1.52;3.7962070757641153;0.0;0
0;140140;0.415;1.52;3.7962070757641153;0.0;0
0;150150;0.415;1.52;3.7962070757641153;0.0;0
0;160160;0.415;1.52;3.7962070757641153;0.0;0
0;170170;0.415;1.52;3.7962070757641153;0.0;0
0;180180;0.415;1.52;3.7962070757641153;0.0;0
0;190190;0.415;1.52;3.7962070757641153;0.0;0
0;200200;0.415;1.52;3.7962070757641153;0.0;0
0;210210;0.41566196704613306;1.52;3.8609770536107813;0.0;0
0;220220;0.4163239340922661;1.52;3.9257470314574467;0.0;0
0;230230;0.4169859011383992;1.52;3.9905170093041127;0.0;0
0;240240;0.4176478681845322;1.52;4.055286987150779;0.0;0
0;250250;0.4183098352306653;1.52;4.120056964997445;0.0;0
0;260260;0.4189718022767983;1.52;4.1848269428441105;0.0;0
0;270270;0.4196337693229314;1.52;4.249596920690776;0.0;0
0;280280;0.4202957363690644;1.52;4.3143668985374415;0.0;0
0;290290;0.4209577034151975;1.52;4.379136876384107;0.0;0
0;300300;0.42161967046133053;1.52;4.443906854230773;0.0;0
0;310310;0.4222816375074636;1.52;4.508676832077439;0.0;0
0;320320;0.42294360455359664;1.52;4.573446809924105;0.0;0
0;330330;0.4236055715997297;1.52;4.638216787770771;0.0;0
0;340340;0.42426753864586275;1.52;4.702986765617437;0.0;0
0;350350;0.42492950569199583;1.52;4.767756743464103;0.0;0
0;360360;0.42559147273812886;1.52;4.832526721310768;0.0;0
0;370370;0.42625343978426194;1.52;4.897296699157434;0.0;0
0;380380;0.426915406830395;1.52;4.9620666770041;0.0;0
0;390390;0.42757737387652806;1.52;5.026836654850766;0.0;0
0;400400;0.4282393409226611;1.52;5.091606632697432;0.0;1
0;410410;0.42890130796879417;1.52;5.156376610544098;0.0;1
0;420420;0.4295632750149272;1.52;5.221146588390764;0.0;1
0;430430;0.4302252420610603;1.52;5.28591656623743;0.0;1
0;440440;0.4308872091071933;1.52;5.350686544084095;0.0;1
0;450450;0.4315491761533264;1.52;5.415456521930761;0.0;1
0;460460;0.4322111431994594;1.52;5.480226499777427;0.0;1
0;470470;0.4328731102455925;1.52;5.5449964776240925;0.0;1
0;480480;0.4335350772917255;1.52;5.6097664554707585;0.0;1
0;490490;0.4341970443378586;1.52;5.674536433317424;0.0;1
0;500500;0.4348590113839917;1.52;5.73930641116409;0.0;1
0;510510;0.4355209784301247;1.52;5.804076389010756;0.0;1
0;520520;0.4361829454762578;1.52;5.868846366857421;0.0;1
0;530530;0.4368449125223908;1.52;5.933616344704087;0.0;1
0;540540;0.4375068795685239;1.52;5.998386322550753;0.0;1
0;550550;0.43816884661465694;1.52;6.063156300397419;0.0;1
0;560560;0.43883081366079;1.52;6.127926278244085;0.0;1
0;570570;0.43949278070692305;1.52;6.192696256090751;0.0;1
0;580580;0.44015474775305613;1.52;6.257466233937416;0.0;1
0;590590;0.44081671479918916;1.52;6.322236211784082;0.0;1
0;600600;0.44147868184532224;1.52;6.387006189630748;0.0;1
0;610610;0.44214064889145527;1.52;6.451776167477414;0.0;1
0;620620;0.44280261593758835;1.52;6.51654614532408;0.0;1
0;630630;0.4434645829837214;1.52;6.581316123170746;0.0;1
0;640640;0.44412655002985446;1.52;6.646086101017412;0.0;1
0;650650;0.4447885170759875;1.52;6.710856078864077;0.0;1
0;660660;0.44545048412212057;1.52;6.775626056710744;0.0;1
0;670670;0.4461124511682536;1.52;6.840396034557409;0.0;1
0;680680;0.44693800429867864;1.52;6.9076614270785885;0.0001295971318890021;1
0;690690;0.44860495548934226;1.52;6.987761878741348;0.0009257715943365897;1
0;700700;0.45027190668000583;1.52;7.0678623304041075;0.0017219460567841774;1
0;710710;0.45193885787066945;1.52;7.147962782066867;0.0025181205192317704;1
0;720720;0.453605809061333;1.52;7.2280632337296264;0.0033142949816793578;1
0;730730;0.4552727602519966;1.52;7.308163685392386;0.0041104694441269456;1
0;740740;0.45693971144266016;1.52;7.388264137055145;0.004906643906574533;1
0;750750;0.4586066626333238;1.52;7.468364588717904;0.005702818369022121;1
0;760760;0.46027361382398735;1.52;7.5484650403806635;0.0064989928314697085;1
0;770770;0.461940565014651;1.52;7.628565492043424;0.007295167293917301;1
0;780780;0.46360751620531454;1.52;7.708665943706182;0.00809134175636489;1
0;790790;0.4652744673959781;1.52;7.788766395368942;0.008887516218812477;1
0;800800;0.46694141858664173;1.52;7.868866847031702;0.00968369068126007;1
0;810810;0.4686083697773053;1.52;7.948967298694461;0.010479865143707657;1
0;820820;0.47027532096796887;1.52;8.029067750357221;0.011276039606155244;1
0;830830;0.4719422721586325;1.52;8.10916820201998;0.012072214068602833;1
0;840840;0.47360922334929606;1.52;8.189268653682738;0.01286838853105042;1
0;850850;0.47527617453995963;1.52;8.269369105345499;0.013664562993498008;1
0;860860;0.4769431257306232;1.52;8.349469557008257;0.014460737455945595;1
0;870870;0.4786100769212868;1.52;8.429570008671018;0.015256911918393182;1
0;880880;0.4802770281119504;1.52;8.509670460333776;0.01605308638084077;1
0;890890;0.48194397930261396;1.52;8.589770911996535;0.016849260843288357;1
0;900900;0.4836109304932776;1.52;8.669871363659295;0.017645435305735955;1
0;910910;0.48527788168394115;1.52;8.749971815322056;0.018441609768183542;1
0;920920;0.48694483287460477;1.52;8.830072266984814;0.019237784230631133;1
0;930930;0.48861178406526834;1.52;8.910172718647575;0.02003395869307872;1
0;940940;0.4902787352559319;1.52;8.990273170310333;0.020830133155526308;1
0;950950;0.49194568644659553;1.52;9.070373621973092;0.021626307617973895;1
0;960960;0.4936126376372591;1.52;9.150474073635852;0.022422482080421482;1
0;970970;0.49527958882792267;1.52;9.23057452529861;0.02321865654286907;1
0;980980;0.49694654001858624;1.52;9.31067497696137;0.024014831005316657;1
0;990990;0.49861349120924986;1.52;9.39077542862413;0.024811005467764245;1
1;1001;0.5002804423999134;1.52;9.47087588028689;0.025607179930211842;1
1;11011;0.501947393590577;1.52;9.550976331949649;0.02640335439265943;1
1;21021;0.5036143447812407;1.52;9.631076783612409;0.027199528855107017;1
1;31031;0.5052812959719042;1.52;9.711177235275168;0.027995703317554604;1
1;41041;0.5069482471625678;1.52;9.791277686937926;0.028791877780002195;1
1;51051;0.5086151983532313;1.52;9.871378138600686;0.029588052242449783;1
1;61061;0.510282149543895;1.52;9.951478590263445;0.03038422670489737;1
1;71071;0.5119491007345586;1.52;10.031579041926205;0.031180401167344957;1
1;81081;0.5136160519252221;1.52;10.111679493588964;0.031976575629792545;1
1;91091;0.5152830031158857;1.52;10.191779945251723;0.03277275009224013;1
1;101101;0.5169499543065493;1.52;10.271880396914483;0.03356892455468772;1
1;111111;0.518616905497213;1.52;10.351980848577243;0.03436509901713532;1
1;121121;0.5202838566878765;1.52;10.432081300240002;0.03516127347958291;1
1;131131;0.5219508078785401;1.52;10.512181751902762;0.03595744794203049;1
1;141141;0.5236177590692037;1.52;10.59228220356552;0.03675362240447808;1
1;151151;0.5252847102598672;1.52;10.67238265522828;0.03754979686692567;1
1;161161;0.5269516614505309;1.52;10.75248310689104;0.03834597132937326;1
1;171171;0.5295491234087508;1.52;10.856255840376999;0.03921789449043819;1
1;181181;0.532602717280519;1.52;10.9716326128301;0.04012694930011356;1
1;191191;0.5356563111522872;1.52;11.0870093852832;0.04103600410978892;1
1;201201;0.5387099050240554;1.52;11.2023861577363;0.04194505891946429;1
1;211211;0.5417634988958236;1.52;11.317762930189401;0.04285411372913966;1
1;221221;0.5448170927675918;1.52;11.433139702642503;0.04376316853881503;1
1;231231;0.54787068663936;1.52;11.548516475095603;0.0446722233484904;1
1;241241;0.5509242805111282;1.52;11.663893247548705;0.04558127815816576;1
1;251251;0.5539778743828965;1.52;11.779270020001805;0.04649033296784113;1
1;261261;0.5570314682546647;1.52;11.894646792454905;0.04739938777751649;1
1;271271;0.5600850621264328;1.52;12.010023564908005;0.04830844258719186;1
1;281281;0.563138655998201;1.52;12.125400337361107;0.049217497396867226;1
1;291291;0.5661922498699692;1.52;12.240777109814207;0.050126552206542586;1
1;301301;0.5692458437417375;1.52;12.356153882267307;0.051035607016217954;1
1;311311;0.5722994376135057;1.52;12.471530654720409;0.051944661825893315;1
1;321321;0.5753530314852738;1.52;12.586907427173509;0.05285371663556868;1
1;331331;0.5784066253570421;1.52;12.702284199626611;0.05376277144524406;1
1;341341;0.5814602192288103;1.52;12.817660972079713;0.054671826254919426;1
1;351351;0.5845138131005785;1.52;12.933037744532813;0.05558088106459479;1
1;361361;0.5875674069723467;1.52;13.048414516985913;0.056489935874270154;1
1;371371;0.5906210008441148;1.52;13.163791289439013;0.05739899068394552;1
1;381381;0.5936745947158831;1.52;13.279168061892115;0.05830804549362089;1
1;391391;0.5967281885876513;1.52;13.394544834345215;0.05921710030329625;1
1;401401;0.5997817824594195;1.52;13.509921606798317;0.06012615511297163;1
1;411411;0.6028353763311878;1.52;13.625298379251419;0.061035209922646994;1
1;421421;0.605888970202956;1.52;13.740675151704519;0.06194426473232236;1
1;431431;0.6089425640747241;1.52;13.856051924157619;0.06285331954199773;1
1;441441;0.6119961579464923;1.52;13.971428696610719;0.06376237435167309;1
1;451451;0.6150497518182605;1.52;14.08680546906382;0.06467142916134845;1
1;461461;0.6181033456900288;1.52;14.20218224151692;0.06558048397102383;1
1;471471;0.621156939561797;1.52;14.31755901397002;0.06648953878069919;1
1;481481;0.6242105334335651;1.52;14.432935786423123;0.06739859359037455;1
1;491491;0.6272641273053333;1.52;14.548312558876223;0.06830764840004992;1
1;501501;0.6303177211771015;1.52;14.663689331329323;0.06921670320972528;1
1;511511;0.6333713150488698;1.52;14.779066103782425;0.07012575801940064;1
1;521521;0.636424908920638;1.52;14.894442876235525;0.071034812829076;1
1;531531;0.6394785027924061;1.52;15.009819648688625;0.07194386763875138;1
1;541541;0.6425320966641743;1.52;15.125196421141727;0.07285292244842674;1
1;551551;0.6455856905359425;1.52;15.240573193594827;0.0737619772581021;1
1;561561;0.6486392844077108;1.52;15.355949966047927;0.07467103206777748;1
1;571571;0.651692878279479;1.52;15.471326738501029;0.07558008687745284;1
1;581581;0.6547464721512471;1.52;15.586703510954129;0.0764891416871282;1
1;591591;0.6578000660230154;1.52;15.702080283407232;0.07739819649680359;1
1;601601;0.6608536598947836;1.52;15.817457055860332;0.07830725130647896;1
1;611611;0.6639072537665518;1.52;15.932833828313434;0.07921630611615432;1
1;621621;0.6669608476383201;1.52;16.048210600766534;0.08012536092582968;1
1;631631;0.6700188341008074;1.52;16.163463495563697;0.08105665324511352;1
1;641641;0.6740012219850644;1.52;16.252646881819317;0.08666773178008076;1
1;651651;0.6779836098693215;1.52;16.341830268074933;0.092278810315048;1
1;661661;0.6819659977535785;1.52;16.431013654330552;0.09788988885001525;1
1;671671;0.6859483856378354;1.52;16.52019704058617;0.10350096738498249;1
1;681681;0.6899307735220925;1.52;16.60938042684179;0.10911204591994975;1
1;691691;0.6939131614063495;1.52;16.698563813097405;0.11472312445491699;1
1;701701;0.6978955492906065;1.52;16.787747199353024;0.12033420298988423;1
1;711711;0.7018779371748636;1.52;16.87693058560864;0.1259452815248515;1
1;721721;0.7058603250591206;1.52;16.966113971864257;0.13155636005981872;1
1;731731;0.7098427129433775;1.52;17.055297358119876;0.13716743859478597;1
1;741741;0.7138251008276346;1.52;17.144480744375493;0.1427785171297532;1
1;751751;0.7178074887118916;1.52;17.233664130631112;0.14838959566472046;1
1;761761;0.7217898765961487;1.52;17.32284751688673;0.15400067419968771;1
1;771771;0.7257722644804057;1.52;17.412030903142348;0.15961175273465494;1
1;781781;0.7297546523646626;1.52;17.501214289397964;0.1652228312696222;1
1;791791;0.7337370402489197;1.52;17.590397675653584;0.17083390980458943;1
1;801801;0.7377194281331768;1.52;17.679581061909204;0.17644498833955682;1
1;811811;0.7417018160174338;1.52;17.76876444816482;0.18205606687452408;1
