Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
0;0;0.9;2.19;0.0;0.0;0
