Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg)
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;0.0;0.0
0;0;0.24;2.4;31.751110566537534;2.6645352591003757e-15
0;11459;0.24230034607396553;2.3994249134815084;31.897079756405954;-0.018374936616274876
0;22918;0.24460069214793106;2.398849826963017;32.043048946274375;-0.03674987323255242
0;34377;0.2469010382218966;2.398274740444526;32.18901813614279;-0.05512480984882996
0;45836;0.24920138429586214;2.3976996539260345;32.33498732601121;-0.0734997464651075
0;57295;0.2515017303698277;2.397124567407543;32.48095651587963;-0.09187468308138504
0;68755;0.2538020764437932;2.3965494808890515;32.62692570574805;-0.11024961969766259
0;80214;0.2561024225177588;2.3959743943705605;32.77289489561647;-0.1286245563139401
0;91673;0.2584027685917243;2.395399307852069;32.91886408548489;-0.14699949293021766
0;103132;0.26070311466568985;2.3948242213335775;33.06483327535331;-0.1653744295464952
0;114591;0.26300346073965536;2.394249134815086;33.210802465221725;-0.18374936616277274
0;126050;0.2653038068136209;2.393674048296595;33.35677165509015;-0.20212430277905027
0;137510;0.26760415288758643;2.3930989617781036;33.502740844958566;-0.22049923939532784
0;148969;0.269904498961552;2.392523875259612;33.64871003482698;-0.23887417601160535
0;160428;0.2722048450355175;2.3919487887411206;33.7946792246954;-0.25724911262788286
0;171887;0.27450519110948307;2.391373702222629;33.940648414563825;-0.27562404924416045
0;183346;0.27680553718344864;2.390798615704138;34.08661760443224;-0.293998985860438
0;194805;0.27910588325741414;2.3902235291856466;34.23258679430066;-0.3123739224767155
0;206265;0.28450299196906004;2.39034638399762;34.377242881657686;-0.30844851419390573
0;217724;0.2918691019384508;2.3909130078414194;34.521064064697214;-0.2903439736068714
0;229183;0.2992352119078415;2.3914796316852187;34.664885247736734;-0.27223943301983716
0;240642;0.3066013218772323;2.392046255529018;34.80870643077626;-0.25413489243280285
0;252101;0.31396743184662307;2.3926128793728174;34.95252761381579;-0.23603035184576862
0;263561;0.32133354181601387;2.3931795032166163;35.09634879685531;-0.21792581125873436
0;275020;0.3286996517854046;2.3937461270604157;35.24016997989484;-0.19982127067170005
0;286479;0.3360657617547954;2.394312750904215;35.38399116293436;-0.1817167300846658
0;297938;0.34343187172418616;2.3948793747480144;35.527812345973885;-0.16361218949763154
0;309397;0.3507979816935769;2.3954459985918137;35.671633529013405;-0.14550764891059725
0;320856;0.3581640916629677;2.396012622435613;35.81545471205293;-0.127403108323563
0;332316;0.3655302016323585;2.396579246279412;35.95927589509245;-0.10929856773652864
0;343775;0.37289631160174924;2.3971458701232113;36.10309707813198;-0.09119402714949439
0;355234;0.38026242157114;2.3977124939670107;36.2469182611715;-0.07308948656246013
0;366693;0.3876285315405308;2.39827911781081;36.39073944421103;-0.054984945975425865
0;378152;0.39499464150992153;2.3988457416546094;36.53456062725055;-0.03688040538839161
0;389611;0.4023607514793123;2.3994123654984088;36.67838181029008;-0.01877586480135735
0;401071;0.409726861448703;2.3999789893422077;36.822202993329604;-0.0006713242143230873
0;412530;0.4242510547578846;2.400548117490688;36.961391463972376;-0.03663576451582517
0;423989;0.43905089397034797;2.4011173420757825;37.10040153655346;-0.07468231148877408
0;435448;0.45385073318281133;2.401686566660877;37.23941160913455;-0.112728858461723
0;446907;0.4686505723952747;2.402255791245972;37.37842168171563;-0.1507754054346719
0;458366;0.48345041160773805;2.4028250158310667;37.517431754296716;-0.1888219524076208
0;469826;0.4982502508202014;2.4033942404161617;37.6564418268778;-0.22686849938056972
0;481285;0.5130500900326649;2.4039634650012562;37.79545189945889;-0.26491504635351887
0;492744;0.5278499292451282;2.4045326895863512;37.93446197203997;-0.30296159332646777
0;504203;0.5426497684575916;2.405101914171446;38.073472044621056;-0.3410081402994167
0;515662;0.5574496076700549;2.405671138756541;38.21248211720214;-0.3790546872723656
0;527122;0.5722494468825183;2.4062403633416354;38.35149218978322;-0.4171012342453145
0;538581;0.5870492860949816;2.40680958792673;38.49050226236431;-0.4551477812182634
0;550040;0.6018491253074452;2.407378812511825;38.629512334945396;-0.4931943281912125
0;561499;0.6166489645199085;2.4079480370969195;38.768522407526476;-0.5312408751641614
0;572958;0.6314488037323719;2.4085172616820145;38.90753248010756;-0.5692874221371104
0;584417;0.6462486429448351;2.409086486267109;39.04654255268865;-0.6073339691100591
0;595877;0.6610484821572986;2.409655710852204;39.18555262526973;-0.6453805160830082
0;607336;0.67;2.41;39.29684234591708;-0.6753084346815001
0;618795;0.67;2.41;39.36570293019312;-0.692809873584815
0;630254;0.67;2.41;39.43456351446917;-0.7103113124881302
0;641713;0.67;2.41;39.50342409874522;-0.7278127513914451
0;653172;0.67;2.41;39.572284683021266;-0.7453141902947601
0;664632;0.67;2.41;39.64114526729731;-0.7628156291980752
