Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;10010;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;20020;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;30030;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;40040;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;50050;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;60060;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;70070;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;80080;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;90090;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;100100;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;110110;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;120120;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;130130;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;140140;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;150150;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;160160;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;170170;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;180180;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;190190;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;200200;0.41;1.6;0.6967906484776591;-0.16199675256469398;0
0;210210;0.41;1.6;0.7515983598905329;-0.16171142854874895;0
0;220220;0.41;1.6;0.8064060713034068;-0.16142610453280393;0
0;230230;0.41;1.6;0.8612137827162806;-0.1611407805168589;0
0;240240;0.41;1.6;0.9160214941291543;-0.16085545650091387;0
0;250250;0.41;1.6;0.9708292055420282;-0.16057013248496885;0
0;260260;0.41;1.6;1.025636916954902;-0.16028480846902385;0
0;270270;0.41;1.6;1.0804446283677758;-0.15999948445307882;0
0;280280;0.41;1.6;1.1352523397806495;-0.1597141604371338;0
0;290290;0.41;1.6;1.1900600511935235;-0.15942883642118877;0
0;300300;0.41;1.6;1.2448677626063973;-0.15914351240524374;0
0;310310;0.41;1.6;1.299675474019271;-0.15885818838929872;0
0;320320;0.41;1.6;1.3544831854321449;-0.1585728643733537;0
0;330330;0.41;1.6;1.4092908968450186;-0.15828754035740866;0
0;340340;0.41;1.6;1.4640986082578924;-0.15800221634146364;0
0;350350;0.41;1.6;1.5189063196707664;-0.1577168923255186;0
0;360360;0.41;1.6;1.5737140310836402;-0.1574315683095736;0
0;370370;0.41;1.6;1.6285217424965137;-0.15714624429362858;0
0;380380;0.41;1.6;1.6833294539093877;-0.15686092027768356;0
0;390390;0.41;1.6;1.7381371653222615;-0.15657559626173853;0
0;400400;0.41;1.6;1.7929448767351355;-0.1562902722457935;1
0;410410;0.41;1.6;1.847752588148009;-0.15600494822984848;1
