sampleTimeStamp.seconds;sampleTimeStamp.microseconds;x;y;speed;turning_angle;accel_x;accel_y
0;0;3.671058875561713e-18;0.059952941176470584;5.0;1.5707963267948966;-4.580631779730602e-30;0.10039215686273195
0;4000;4.896666182002515e-18;0.07996862745098039;5.003921568627451;1.5707963267948966;6.676043559223914e-30;0.100392156862803
0;8000;6.123233995736766e-18;0.1;5.007843137254902;1.5707963267948966;-1.523795771999181e-30;0.10039215686274972
0;12000;7.350762316764466e-18;0.12004705882352942;5.011764705882353;1.5707963267948966;3.4081256295876526e-30;0.10039215686274972
0;16000;8.579251145085615e-18;0.14010980392156863;5.015686274509804;1.5707963267948966;-6.96339230692649e-30;0.1003921568626609
0;20000;9.808700480700213e-18;0.16018823529411766;5.019607843137255;1.5707963267948966;3.9196526228169024e-30;0.10039215686283853
0;24000;1.103911032360826e-17;0.18028235294117648;5.023529411764706;1.5707963267948966;-6.961081190993225e-30;0.1003921568626609
0;28000;1.2270480673809755e-17;0.2003921568627451;5.027450980392157;1.5707963267948966;1.3782725054012815e-29;0.10039215686283853
0;32000;1.3502811531304699e-17;0.22051764705882354;5.031372549019608;1.5707963267948966;-6.965703422859755e-30;0.1003921568626609
0;36000;1.4736102896093093e-17;0.2406588235294118;5.035294117647059;1.5707963267948966;-5.9449605523345196e-30;0.10039215686283853
0;40000;1.5970354768174936e-17;0.26081568627450985;5.03921568627451;1.5707963267948966;1.378195468203506e-29;0.10039215686283853
0;44000;1.7205567147550226e-17;0.2809882352941177;5.043137254901961;1.5707963267948966;2.893517148447383e-30;0.1003921568626609
0;48000;1.8441740034218966e-17;0.3011764705882354;5.047058823529412;1.5707963267948966;-5.9534346440898235e-30;0.10039215686283853
0;52000;1.9678873428181155e-17;0.3213803921568628;5.050980392156863;1.5707963267948966;-7.981053689540705e-30;0.10039215686248326
0;56000;2.0916967329436794e-17;0.34160000000000007;5.0549019607843135;1.5707963267948966;-5.9418790644235e-30;0.10039215686283853
0;60000;2.215602173798588e-17;0.36183529411764714;5.0588235294117645;1.5707963267948966;1.3784265797968324e-29;0.10039215686283853
0;64000;-0.00010603340088409493;0.38208599691437545;5.0627450980392155;1.5760323145508794;0.6786137656583572;0.0986155461198734
0;68000;-0.0003182615589733421;0.40235155234684983;5.066666666666666;1.5812683023068625;0.6791394153606785;0.09861416996885182
0;72000;-0.0006368429124507372;0.4226314031044779;5.070588235294117;1.5865042900628454;0.6796650650629386;0.09861279381829416
0;76000;-0.0010619329725144841;0.44292499062473595;5.074509803921568;1.5917402778188285;0.6801907147652612;0.09861141766725666
0;80000;-0.0015936843146116693;0.46323175510855313;5.078431372549019;1.5969762655748114;0.6807163644675288;0.09861004151620194
0;84000;-0.0022322465697529126;0.48355113553575296;5.08235294117647;1.6022122533307945;0.6812420141698394;0.09860866536580731
0;88000;-0.002977766415908259;0.5038825696805517;5.086274509803921;1.6074482410867774;0.6817676638721062;0.09860728921471024
0;92000;-0.003830387569484747;0.5242254941271135;5.090196078431372;1.6126842288427605;0.6822933135744345;0.09860591306367865
0;96000;-0.004790250776885933;0.5445793442851621;5.094117647058823;1.6179202165987434;0.6828189632766883;0.09860453691302336
0;100000;-0.005857493806153808;0.5649435544056475;5.098039215686274;1.6231562043547265;0.6833446129790146;0.09860316076218517
0;104000;-0.007032251438693367;0.5853175575964686;5.101960784313725;1.6283921921107094;0.6838702626812674;0.09860178461143104
0;108000;-0.008314655461080286;0.6057007858382507;5.105882352941176;1.6336281798666925;0.6843959123836032;0.09860040846041047
0;112000;-0.009704834656951945;0.6260926700001769;5.109803921568627;1.6388641676226754;0.6849215620858428;0.09859903230987115
0;116000;-0.011202914798982246;0.646492639855874;5.113725490196078;1.6441001553786585;0.6854472117881674;0.09859765615882998
0;120000;-0.012809018640940483;0.6669001240993522;5.117647058823529;1.6493361431346414;0.6859728614904402;0.09859628000808876
0;124000;-0.014523265909834661;0.687314550360997;5.12156862745098;1.6545721308906243;0.6864985111927082;0.09859490385742413
0;128000;-0.016345773298139587;0.7077353452236146;5.125490196078431;1.6598081186466074;0.6870241608951048;0.098593527705605
0;132000;-0.018276654456110042;0.7281619342385296;5.129411764705883;1.6650441064025903;0.6875498105972527;0.09859215155608203
