sampleTimeStamp.seconds;sampleTimeStamp.microseconds;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;0;0.0;0.0;0.0;0.0;0.0;0.0
0;4000;0.015708419435684445;0.0;0.0;0.0;0.0;0.0
0;8000;0.06184665997806821;0.0;0.0;0.0;0.0;0.0
0;12000;0.1355156862892942;0.0;0.0;0.0;0.0;0.0
0;16000;0.23208660251050173;0.0;0.0;0.0;0.0;0.0
0;20000;0.3454915028125263;0.0;0.0;0.0;0.0;0.0
0;24000;0.4686047402353432;0.0;0.0;0.0;0.0;0.0
0;28000;0.5936906572928623;0.0;0.0;0.0;0.0;0.0
0;32000;0.7128896457825363;0.0;0.0;0.0;0.0;0.0
0;36000;0.818711994874345;0.0;0.0;0.0;0.0;0.0
0;40000;0.9045084971874736;0.0;0.0;0.0;0.0;0.0
0;44000;0.9648882429441256;0.0;0.0;0.0;0.0;0.0
0;48000;0.9960573506572389;0.0;0.0;0.0;0.0;0.0
0;52000;0.9960573506572389;0.0;0.0;0.0;0.0;0.0
0;56000;0.9648882429441256;0.0;0.0;0.0;0.0;0.0
0;60000;0.9045084971874738;0.0;0.0;0.0;0.0;0.0
0;64000;0.8187119948743448;0.015708419435684445;0.0;0.0;0.0;0.0
0;68000;0.7128896457825361;0.06184665997806821;0.0;0.0;0.0;0.0
0;72000;0.5936906572928623;0.1355156862892942;0.0;0.0;0.0;0.0
0;76000;0.46860474023534354;0.23208660251050173;0.0;0.0;0.0;0.0
0;80000;0.34549150281252644;0.3454915028125263;0.0;0.0;0.0;0.0
0;84000;0.232086602510502;0.4686047402353432;0.0;0.0;0.0;0.0
0;88000;0.13551568628929436;0.5936906572928623;0.0;0.0;0.0;0.0
0;92000;0.06184665997806822;0.7128896457825363;0.0;0.0;0.0;0.0
0;96000;0.015708419435684514;0.818711994874345;0.0;0.0;0.0;0.0
0;100000;0.0;0.9045084971874736;0.0;0.0;0.0;0.0
0;104000;0.0;0.9648882429441256;0.0;0.0;0.0;0.0
0;108000;0.0;0.9960573506572389;0.0;0.0;0.0;0.0
0;112000;0.0;0.9960573506572389;0.0;0.0;0.0;0.0
0;116000;0.0;0.9648882429441256;0.0;0.0;0.0;0.0
0;120000;0.0;0.9045084971874738;0.0;0.0;0.0;0.0
0;124000;0.0;0.8187119948743448;0.015708419435684445;0.0;0.0;0.0
0;128000;0.0;0.7128896457825361;0.06184665997806821;0.0;0.0;0.0
0;132000;0.0;0.5936906572928623;0.1355156862892942;0.0;0.0;0.0
0;136000;0.0;0.46860474023534354;0.23208660251050173;0.0;0.0;0.0
0;140000;0.0;0.34549150281252644;0.3454915028125263;0.0;0.0;0.0
0;144000;0.0;0.232086602510502;0.4686047402353432;0.0;0.0;0.0
0;148000;0.0;0.13551568628929436;0.5936906572928623;0.0;0.0;0.0
0;152000;0.0;0.06184665997806822;0.7128896457825363;0.0;0.0;0.0
0;156000;0.0;0.015708419435684514;0.818711994874345;0.0;0.0;0.0
0;160000;0.0;0.0;0.9045084971874736;0.0;0.0;0.0
0;164000;0.0;0.0;0.9648882429441256;0.0;0.0;0.0
0;168000;0.0;0.0;0.9960573506572389;0.0;0.0;0.0
0;172000;0.0;0.0;0.9960573506572389;0.0;0.0;0.0
0;176000;0.0;0.0;0.9648882429441256;0.0;0.0;0.0
0;180000;0.0;0.0;0.9045084971874738;0.0;0.0;0.0
0;184000;0.0;0.0;0.8187119948743448;0.015708419435684445;0.0;0.0
0;188000;0.0;0.0;0.7128896457825361;0.06184665997806821;0.0;0.0
0;192000;0.0;0.0;0.5936906572928623;0.1355156862892942;0.0;0.0
0;196000;0.0;0.0;0.46860474023534354;0.23208660251050173;0.0;0.0
0;200000;0.0;0.0;0.34549150281252644;0.3454915028125263;0.0;0.0
0;204000;0.0;0.0;0.232086602510502;0.4686047402353432;0.0;0.0
0;208000;0.0;0.0;0.13551568628929436;0.5936906572928623;0.0;0.0
0;212000;0.0;0.0;0.06184665997806822;0.7128896457825363;0.0;0.0
0;216000;0.0;0.0;0.015708419435684514;0.818711994874345;0.0;0.0
0;220000;0.0;0.0;0.0;0.9045084971874736;0.0;0.0
0;224000;0.0;0.0;0.0;0.9648882429441256;0.0;0.0
0;228000;0.0;0.0;0.0;0.9960573506572389;0.0;0.0
0;232000;0.0;0.0;0.0;0.9960573506572389;0.0;0.0
0;236000;0.0;0.0;0.0;0.9648882429441256;0.0;0.0
0;240000;0.0;0.0;0.0;0.9045084971874738;0.0;0.0
0;244000;0.0;0.0;0.0;0.8187119948743448;0.015708419435684445;0.0
0;248000;0.0;0.0;0.0;0.7128896457825361;0.06184665997806821;0.0
0;252000;0.0;0.0;0.0;0.5936906572928623;0.1355156862892942;0.0
0;256000;0.0;0.0;0.0;0.46860474023534354;0.23208660251050173;0.0
0;260000;0.0;0.0;0.0;0.34549150281252644;0.3454915028125263;0.0
0;264000;0.0;0.0;0.0;0.232086602510502;0.4686047402353432;0.0
0;268000;0.0;0.0;0.0;0.13551568628929436;0.5936906572928623;0.0
0;272000;0.0;0.0;0.0;0.06184665997806822;0.7128896457825363;0.0
0;276000;0.0;0.0;0.0;0.015708419435684514;0.818711994874345;0.0
0;280000;0.0;0.0;0.0;0.0;0.9045084971874736;0.0
0;284000;0.0;0.0;0.0;0.0;0.9648882429441256;0.0
0;288000;0.0;0.0;0.0;0.0;0.9960573506572389;0.0
0;292000;0.0;0.0;0.0;0.0;0.9960573506572389;0.0
0;296000;0.0;0.0;0.0;0.0;0.9648882429441256;0.0
0;300000;0.0;0.0;0.0;0.0;0.9045084971874738;0.0
0;304000;0.0;0.0;0.0;0.0;0.8187119948743448;0.015708419435684445
0;308000;0.0;0.0;0.0;0.0;0.7128896457825361;0.06184665997806821
0;312000;0.0;0.0;0.0;0.0;0.5936906572928623;0.1355156862892942
0;316000;0.0;0.0;0.0;0.0;0.46860474023534354;0.23208660251050173
0;320000;0.0;0.0;0.0;0.0;0.34549150281252644;0.3454915028125263
0;324000;0.0;0.0;0.0;0.0;0.232086602510502;0.4686047402353432
0;328000;0.0;0.0;0.0;0.0;0.13551568628929436;0.5936906572928623
0;332000;0.0;0.0;0.0;0.0;0.06184665997806822;0.7128896457825363
0;336000;0.0;0.0;0.0;0.0;0.015708419435684514;0.818711994874345
0;340000;0.0;0.0;0.0;0.0;0.0;0.9045084971874736
