sampleTimeStamp.seconds;sampleTimeStamp.microseconds;x;y;speed;turning_angle;accel_x;accel_y
1741941123;0.0;0.0;0.033750045255011456;0.8437511313752865;0.0;0.0;0.0
1741941123;15000.0;0.0;0.06473921542725754;0.7747292543061519;0.0;0.0;0.0
1741941123;30000.0;0.0;0.09820280088700999;0.8365896364938112;0.0;0.0;0.0
1741941123;45000.0;0.0;0.12867013277737696;0.7616832972591744;0.0;0.0;0.0
1741941123;60000.0;0.0;0.1618825008036085;0.8303092006557882;0.0;0.0;0.0
1741941123;75000.0;0.0;0.1947085736275235;0.8206518205978751;0.0;0.0;0.0
1741941123;90000.0;0.0;0.22728887993906688;0.8145076577885846;0.0;0.0;0.0
1741941123;105000.0;0.0;0.2586671986599562;0.7844579680222321;0.0;0.0;0.0
1741941123;120000.0;0.0;0.2913617227079205;0.8173631011991073;0.0;0.0;0.0
1741941123;135000.0;0.0;0.324984877373263;0.8405788666335622;0.0;0.0;0.0
1741941123;150000.0;-0.00013970607458713147;0.35841583725940523;0.8357837275148604;0.4788688017231351;-0.17462751045062977;-0.0014595423009543618
1741941123;165000.0;-0.000546580548806741;0.3911085920311561;0.817384438748739;0.9471955875228582;-0.16700650643140902;-0.0027611499420331833
1741941123;180000.0;-0.001206936445479645;0.4232398256875993;0.8034526286628836;1.407540034133608;-0.1613353365589523;-0.003964194921550932
1741941123;195000.0;-0.0021811678456771233;0.45706282887253646;0.8459282988712209;1.8922212470936308;-0.17880111970019857;-0.005907142521276464
1741941123;210000.0;-0.003325808960106702;0.4880658715927415;0.7756060881060756;2.336610801224931;-0.1502661578758699;-0.006131486644289584
1741941123;225000.0;-0.004738735323063903;0.5196318063807621;0.7899405799329748;2.7892134141876923;-0.1558167174660973;-0.007591304681611974
1741941123;240000.0;-0.006362641803634883;0.5505079387624687;0.7729720980406303;3.2320938031786985;-0.14913386680373406;-0.00842167757905234
1741941123;255000.0;-0.008312320929775296;0.5827240338065898;0.8068781197315574;3.694400911599396;-0.16242484029660134;-0.01048760441388415
1741941123;270000.0;-0.01057664403581171;0.6156759279534885;0.8257423500691211;4.167516427841144;-0.1700118765950437;-0.012387988591044015
1741941123;285000.0;-0.013179309358006375;0.649424056063038;0.8462109867186909;4.652359609006964;-0.1784284242584436;-0.014520134190433917
1741941123;300000.0;-0.01595430689263111;0.6818881068803996;0.8145631792457979;5.11906993218239;-0.16521667494643832;-0.014800624641135494
1741941123;315000.0;-0.019087133388771882;0.7152831587545359;0.8385443801264196;5.599520471338966;-0.1749503415294295;-0.017152552671701442
1741941123;330000.0;-0.0225509092820233;0.7491295823346016;0.8505825620445653;6.086868380664747;-0.17985296289944622;-0.019179046706953095
1741941123;345000.0;-0.026384491842596614;0.7836566481756322;0.8684836700899451;6.584472869386607;-0.1873221669703148;-0.021622471992679755
1741941123;360000.0;-0.030591239416777327;0.8187399699091937;0.8833686617396388;7.090605830104616;-0.19359307478238022;-0.02408105899868193
1741941123;375000.0;-0.03490756618818791;0.8522817494750422;0.8454615846708835;7.575019635525457;-0.1771418157252609;-0.023557162136713255
1741941123;390000.0;-0.03955250039248126;0.8861048314406202;0.8535160233398453;8.064048294367083;-0.18032155144490997;-0.025548128254231278
1741941123;405000.0;-0.04476222337993496;0.9217211092190979;0.8998851315275129;8.579644495198098;-0.2001828033394742;-0.030202060784121722
1741941123;420000.0;-0.050021043063546156;0.9555927109427529;0.8569377813941201;9.070633676989972;-0.1812898046156689;-0.028942627842653158
1741941123;435000.0;-0.05582423964007521;0.9909259944318284;0.8951698771439859;9.58352823606592;-0.19753642797347168;-0.03335237512143937
1741941123;450000.0;-0.06176361861429758;1.025194991788963;0.8694998646954378;10.081714961408368;-0.1860890568332696;-0.033086241443660035
1741941123;465000.0;-0.06780311840529274;1.0583522371438363;0.84257239941433;10.564473385614889;-0.1744736027464751;-0.03253988781557415
1741941123;480000.0;-0.07453329594884961;1.0935622354744479;0.8961891098414491;11.0779519220099;-0.19704736868774372;-0.03858041793871825
1741941123;495000.0;-0.08124331386156625;1.1270734228876103;0.8544117596056404;11.567493799927394;-0.17879803875661743;-0.03659626517624703
1741941123;510000.0;-0.08863078850799244;1.1623562951995403;0.9012022022842253;12.083844626715207;-0.1985424235608463;-0.04250525627377248
1741941123;525000.0;-0.09608798361349935;1.1964611927789583;0.8727691325878502;12.583904504580982;-0.18585694523410126;-0.041489133245142557
