Time (seconds);Time (microseconds);Speed (m/s);Steering angle (deg);Lane change
0;0;29.69661392955433;0.0;0
0;10000;29.659821082677244;0.0;0
0;20000;29.518005891613132;0.0;0
0;30000;29.545525751888963;0.0;0
0;40000;29.471630892471705;0.0;0
0;50000;29.45974303966797;0.0;0
0;60000;29.392169582650748;0.0;0
0;70000;29.374762900879645;0.0;0
0;80000;29.40171636275501;0.0;0
0;90000;29.482591194473976;0.0;0
0;100000;29.405504571536596;0.0;0
0;110000;29.324372806806434;0.0;0
0;120000;29.287041405850065;0.0;0
0;130000;29.247647352715965;0.0;0
0;140000;29.28627501981885;0.0;0
0;150000;29.318676766853336;0.0;0
0;160000;29.334571751344495;0.0;0
0;170000;29.32156154926124;0.0;0
0;180000;29.342086250432832;0.0;0
0;190000;29.39837666478238;0.0;0
0;200000;29.423166191908848;0.0;0
0;210000;29.4882282032275;0.0;0
0;220000;29.47425855358909;0.0;0
0;230000;29.38125032008145;0.0;0
0;240000;29.34750226348609;0.0;0
0;250000;29.37287899455752;0.0;0
0;260000;29.24616479768745;0.0;0
0;270000;29.40085409310364;0.0;0
0;280000;29.306098774959622;0.0;0
0;290000;29.383392393712786;0.0;0
0;300000;29.37652051284952;0.0;0
0;310000;29.52253937306752;0.0;0
0;320000;29.431447135455404;0.0;0
0;330000;29.494401813546805;0.0;0
0;340000;29.389104053675943;0.0;0
0;350000;29.25283463199087;0.0;0
0;360000;29.28419677118058;0.0;0
0;370000;29.207934721805703;0.0;0
0;380000;29.20781887243847;0.0;0
0;390000;29.31054660261496;0.0;0
0;400000;29.26662085667015;0.0;0
0;410000;29.242654403440664;0.0;0
0;420000;29.26505792729748;0.0;0
0;430000;29.287434380965266;0.0;0
0;440000;29.222942007876615;0.0;0
0;450000;29.371538019896146;0.0;0
0;460000;29.36565370237814;0.0;0
0;470000;29.3309430606391;0.0;0
0;480000;29.38411993604387;0.0;0
0;490000;29.344369634805787;0.0;0
0;500000;29.510736830325804;0.0;0
0;510000;29.555050835171887;0.0;0
0;520000;29.796212997068707;0.0;0
0;530000;29.78563277991346;0.0;0
0;540000;29.835044576033038;0.0;0
0;550000;29.886614761550586;0.0;0
0;560000;29.94209841958383;0.0;0
0;570000;30.023951817442743;0.0;0
0;580000;29.983738923783353;0.0;0
0;590000;29.914401004220515;0.0;0
0;600000;29.991267415812967;0.0;0
0;610000;30.094477216740792;0.0;0
0;620000;30.137659263354;0.0;0
0;630000;30.06994159788916;0.0;0
0;640000;30.008047538192375;0.0;0
0;650000;29.971398031187878;0.0;0
0;660000;30.043782192415147;0.0;0
0;670000;30.075674235221076;0.0;0
0;680000;30.16106407407965;0.0;0
0;690000;30.049512703373967;0.0;0
0;700000;30.111064814653478;0.0;0
0;710000;30.16510419706966;0.0;0
0;720000;30.160216602688074;0.0;0
0;730000;30.32433262399999;0.0;0
0;740000;30.45148760832994;0.0;0
0;750000;30.48166165234533;0.0;0
0;760000;30.520913311391393;0.0;0
0;770000;30.43859796967165;0.0;0
0;780000;30.56358010253505;0.0;0
