;Time (seconds);Time (microseconds);Speed (m/s);Steering angle (deg);Lane change;timestamp;Morton_Index
0;0;0;20.5;0.0;0;0.0;51053
1;0;10000;20.3648560076079;-0.1432185961501202;0;0.01;51046
2;0;20000;20.351621062507736;-0.1475505061547793;0;0.02;51046
3;0;30000;20.372981724116983;-0.1518325966124079;0;0.03;51046
4;0;40000;20.33118054696075;-0.156029384389937;0;0.04;51046
5;0;50000;20.31721198541138;-0.1603792675926045;0;0.05;51046
6;0;60000;20.284286921882988;-0.1648559141682729;0;0.06;51046
7;0;70000;20.26668894279988;-0.1690797338351381;0;0.07;51046
8;0;80000;20.251554140910745;-0.1737784505461544;0;0.08;51046
9;0;90000;20.26332975164546;-0.1784989034345216;0;0.09;51046
10;0;100000;20.26571061962226;-0.1835463380201145;0;0.1;51046
11;0;110000;20.313146061251683;-0.1885118778556663;0;0.11;51046
12;0;120000;20.32773675772503;-0.1934295044735445;0;0.12;51046
13;0;130000;20.30295522916855;-0.1980817779313806;0;0.13;51046
14;0;140000;20.298245462156356;-0.2027219125958955;0;0.14;51046
15;0;150000;20.288696452080565;-0.2069259376944813;0;0.15;51046
16;0;160000;20.25870685729159;-0.2110575764242865;0;0.16;51046
17;0;170000;20.27127950278872;-0.2153334959102725;0;0.17;51046
18;0;180000;20.2388167421137;-0.2196907379047651;0;0.18;51043
19;0;190000;20.232690656372306;-0.2239564615261334;0;0.19;51043
20;0;200000;20.212459074859012;-0.2281444014375742;0;0.2;51043
21;0;210000;20.206951728771216;-0.2322195606638549;0;0.21;51043
22;0;220000;20.19906477077885;-0.2360416892116541;0;0.22;51043
23;0;230000;20.188909358186173;-0.2395579722393631;0;0.23;51043
24;0;240000;20.23250939629344;-0.2428854456660909;0;0.24;51043
25;0;250000;20.22229760114491;-0.2462808431048594;0;0.25;51043
26;0;260000;20.213440881896897;-0.2498818629472623;0;0.26;51043
27;0;270000;20.229968134634117;-0.252770996807276;0;0.27;51043
28;0;280000;20.22642588822837;-0.2553517785970888;0;0.28;51043
29;0;290000;20.20151723699201;-0.2574443868989423;0;0.29;51043
30;0;300000;20.215046975150617;-0.2599334340199649;0;0.3;51043
31;0;310000;20.205349789363;-0.2624625313076434;0;0.31;51043
32;0;320000;20.171615298805175;-0.2653064041676549;0;0.32;51043
33;0;330000;20.172831999350183;-0.2681739458657222;0;0.33;51043
34;0;340000;20.14572458996401;-0.2707307182192888;0;0.34;51043
35;0;350000;20.162498303937724;-0.2731935049619157;0;0.35;51043
36;0;360000;20.128577937464776;-0.2754926048909805;0;0.36;51043
37;0;370000;20.12889375315744;-0.2779948791567176;0;0.37;51043
38;0;380000;20.142157520209825;-0.2805390495865211;0;0.38;51043
39;0;390000;20.162530378680604;-0.2825932869670015;0;0.39;51043
40;0;400000;20.149334346312056;-0.2846112877644355;0;0.4;51043
41;0;410000;20.1363950878395;-0.286535370344713;0;0.41;51043
42;0;420000;20.10744381917726;-0.2888884279371374;0;0.42;51043
43;0;430000;20.10412864191125;-0.2914481261158482;0;0.43;51043
44;0;440000;20.094608770847945;-0.2936956435852514;0;0.44;51043
45;0;450000;20.120768341993156;-0.2959970041613402;0;0.45;51043
46;0;460000;20.141992055459276;-0.2981326422858558;0;0.46;51043
47;0;470000;20.12287294236104;-0.3003427053950823;0;0.47;51043
48;0;480000;20.114248052712796;-0.3023184260592966;0;0.48;51043
49;0;490000;20.114767856790568;-0.3043525114905698;0;0.49;51043
50;0;500000;20.101114427300203;-0.3064826575562482;0;0.5;51043
51;0;510000;20.06680899953409;-0.3089530735633115;0;0.51;51043
52;0;520000;20.071790954237148;-0.3097747885355332;0;0.52;51043
53;0;530000;20.08032122224709;-0.3100233359474876;0;0.53;51043
54;0;540000;20.065011679733253;-0.3105660626577805;0;0.54;51043
55;0;550000;20.05233534243316;-0.3104852975227246;0;0.55;51043
56;0;560000;20.07761803331348;-0.3106671648375462;0;0.56;51043
57;0;570000;20.030128328898368;-0.3108618364865261;0;0.57;51043
58;0;580000;20.02795471116328;-0.3109734848555053;0;0.58;51043
59;0;590000;19.995256541440707;-0.310503200268571;0;0.59;51042
60;0;600000;20.003446016444823;-0.31066314768227;0;0.6;51043
61;0;610000;20.00823733821218;-0.3104239976990833;0;0.61;51043
