Time (seconds);Time (microseconds);Speed (m/s);Steering angle (deg);Lane change
0;0;20.737183888615057;0.0;0
0;10000;20.746955854040582;0.0;0
0;20000;20.800888922874513;0.0;0
0;30000;20.823505154632915;0.0;0
0;40000;20.87682181084022;0.0;0
0;50000;20.891316967578963;0.0;0
0;60000;20.90160118507129;0.0;0
0;70000;20.961211867934768;0.0;0
0;80000;21.004922667847193;0.0;0
0;90000;21.156245292327668;0.0;0
0;100000;21.069259067445728;0.0;0
0;110000;21.092898679790867;0.0;0
0;120000;21.057868294501837;0.0;0
0;130000;20.997011562167142;0.0;0
0;140000;20.959906904310692;0.0;0
0;150000;21.023766834198355;0.0;0
0;160000;21.023764984396724;0.0;0
0;170000;21.105281994726635;0.0;0
0;180000;21.18243603664675;0.0;0
0;190000;21.246684945545905;0.0;0
0;200000;21.257981608746555;0.0;0
0;210000;21.178513635002687;0.0;0
0;220000;21.195116108073393;0.0;0
0;230000;21.162210006219823;0.0;0
0;240000;21.150701474263034;0.0;0
0;250000;21.115945875117283;0.0;0
0;260000;21.186595223191365;0.0;0
0;270000;21.16657699327604;0.0;0
0;280000;21.03817650925564;0.0;0
0;290000;21.059744178678123;0.0;0
0;300000;21.11109721993165;0.0;0
0;310000;21.067917902526435;0.0;0
0;320000;20.95099420501359;0.0;0
0;330000;21.082651420664217;0.0;0
0;340000;21.124416738340646;0.0;0
0;350000;21.08763438871566;0.0;0
0;360000;21.108188576538858;0.0;0
0;370000;21.028226799206053;0.0;0
0;380000;20.95966795567821;0.0;0
0;390000;20.97829432909439;0.0;0
0;400000;20.989327883799945;0.0;0
0;410000;21.175995223667556;0.0;0
0;420000;21.267212153010888;0.0;0
0;430000;21.20393520933479;0.0;0
0;440000;21.161850202957858;0.0;0
0;450000;21.28878712936235;0.0;0
0;460000;21.42607292712942;0.0;0
0;470000;21.55805097969936;0.0;0
0;480000;21.51970963406632;0.0;0
0;490000;21.557517267888848;0.0;0
0;500000;21.509230132002383;0.0;0
0;510000;21.625520502672885;0.0;0
0;520000;21.60688839599672;0.0;0
0;530000;21.41511923341698;0.0;0
0;540000;21.34710573141822;0.0;0
0;550000;21.334850511197352;0.0;0
0;560000;21.398658008831166;0.0;0
0;570000;21.24778397431858;0.0;0
0;580000;21.222112317543345;0.0;0
0;590000;21.056332596964328;0.0;0
0;600000;21.212336831398925;0.0;0
0;610000;21.223937906302627;0.0;0
0;620000;21.252196470675255;0.0;0
0;630000;21.30792676501284;0.0;0
0;640000;21.41582401059635;0.0;0
0;650000;21.381398028406593;0.0;0
0;660000;21.293186978341627;0.0;0
0;670000;21.22142425419143;0.0;0
0;680000;21.161029850396037;0.0;0
0;690000;20.990997613338337;0.0;0
0;700000;21.000868785767118;0.0;0
0;710000;21.062381628217505;0.0;0
0;720000;21.08766058086381;0.0;0
0;730000;21.026226535776832;0.0;0
0;740000;21.056424395649696;0.0;0
0;750000;21.170321626645357;0.0;0
0;760000;21.07290961985214;0.0;0
0;770000;21.155737292841415;0.0;0
0;780000;21.44682162351267;0.0;0
0;790000;21.52434973634375;0.0;0
0;800000;21.414658124012245;0.0;0
0;810000;21.454949491305474;0.0;0
0;820000;21.623641045682994;0.0;0
0;830000;21.360014172042018;0.0;0
0;840000;21.223809995124512;0.0;0
0;850000;21.255589672553192;0.0;0
0;860000;21.21835012754077;0.0;0
0;870000;21.22772434916004;0.0;0
0;880000;21.245099453921473;0.0;0
0;890000;21.35503654355932;0.0;0
0;900000;21.53550387905878;0.0;0
0;910000;21.456514735617862;0.0;0
0;920000;21.46330322694429;0.0;0
0;930000;21.572111817902517;0.0;0
0;940000;21.637172897310997;0.0;0
0;950000;21.686074123061648;0.0;0
0;960000;21.648970340829237;0.0;0
0;970000;21.473680332503484;0.0;0
0;980000;21.586619571950166;0.0;0
0;990000;21.30432236067587;0.0;0
1;0;21.371481354614566;0.0;0
1;10000;21.38100896960981;0.0;0
1;20000;21.368901762486267;0.0;0
1;30000;21.501504668872318;0.0;0
1;40000;21.44182284032718;0.0;0
1;50000;21.509536449991586;0.0;0
1;60000;21.344388401711203;0.0;0
1;70000;21.34331872010837;0.0;0
1;80000;21.367322555775562;0.0;0
1;90000;21.381046701071096;0.0;0
1;100000;21.38244624467387;0.0;0
1;110000;21.264856953956738;0.0;0
1;120000;21.183731565521434;0.0;0
1;130000;21.131870613770605;0.0;0
1;140000;21.030646158970868;0.0;0
1;150000;20.996577045844457;0.0;0
1;160000;21.099189648309753;0.0;0
1;170000;21.081500952662754;0.0;0
1;180000;20.94531891731541;0.0;0
1;190000;21.01181185225824;0.0;0
1;200000;20.913876862313323;0.0;0
1;210000;21.014931601114856;0.0;0
1;220000;20.92233721618192;0.0;0
1;230000;21.05222262532902;0.0;0
1;240000;21.013204975093128;0.0;0
1;250000;20.934582198004446;0.0;0
1;260000;20.88743754055277;0.0;0
1;270000;20.786578195300056;0.0;0
1;280000;20.717367024299598;0.0;0
1;290000;20.754252092389738;0.0;0
1;300000;20.653832416734375;0.0;0
1;310000;20.62189536038659;0.0;0
1;320000;20.397314699025337;0.0;0
1;330000;20.428805841350716;0.0;0
1;340000;20.484796333662793;0.0;0
1;350000;20.490353724115735;0.0;0
1;360000;20.549613566470914;0.0;0
1;370000;20.562922328058885;0.0;0
1;380000;20.527658527322593;0.0;0
1;390000;20.56550924844893;0.0;0
1;400000;20.499530431141313;0.0;0
1;410000;20.519754316191996;0.0;0
1;420000;20.403220077797947;0.0;0
1;430000;20.241028417219688;0.0;0
1;440000;20.342567931361213;0.0;0
1;450000;20.23108514588727;0.0;0
1;460000;20.228823995804504;0.0;0
1;470000;20.349097393326037;0.0;0
1;480000;20.168217582608087;0.0;0
1;490000;20.47326777351966;0.0;0
1;500000;20.332128800647993;0.0;0
1;510000;20.294582940333093;0.0;0
1;520000;20.324354152856856;0.0;0
1;530000;20.372950193309656;0.0;0
1;540000;20.463635973491417;0.0;0
1;550000;20.423564002151455;0.0;0
1;560000;20.533189195925182;0.0;0
1;570000;20.559106893525552;0.0;0
1;580000;20.638602436599903;0.0;0
1;590000;20.652310012381342;0.0;0
1;600000;20.637810868254817;0.0;0
1;610000;20.852192236347776;0.0;0
1;620000;20.90625563009826;0.0;0
1;630000;20.971000558496016;0.0;0
1;640000;21.056816699161175;0.0;0
1;650000;21.104469465593414;0.0;0
1;660000;21.070439433034004;0.0;0
1;670000;21.04479885513377;0.0;0
1;680000;21.359709845910437;0.0;0
1;690000;21.374937856393945;0.0;0
1;700000;21.431444921079112;0.0;0
1;710000;21.30075486003966;0.0;0
1;720000;21.379789538296055;0.0;0
1;730000;21.330731173829836;0.0;0
1;740000;21.374325348183234;0.0;0
1;750000;21.434876473559417;0.0;0
1;760000;21.599056984151947;0.0;0
1;770000;21.689347233745394;0.0;0
1;780000;21.477126430920624;0.0;0
1;790000;21.382981041722914;0.0;0
